business_id,alias,title
wh62Gu_Wgnti9W_WAY-nHQ,greek,Greek
rrExJZcQaLa8Omd-NSjtcg,cantonese,Cantonese
-vP9rja8YzbRRTX5C1K3dQ,foodtrucks,Food Trucks
-vP9rja8YzbRRTX5C1K3dQ,mexican,Mexican
MLGug8sDqdwtZOdhpNYiEg,sportsbars,Sports Bars
MLGug8sDqdwtZOdhpNYiEg,newamerican,American (New)
9M3nfP6R4hDU_bvQDbGCOw,gaybars,Gay Bars
7TRjx9FBlL3zVt1yGGfYiw,burgers,Burgers
7TRjx9FBlL3zVt1yGGfYiw,hotdogs,Fast Food
SzaXTw4F1zk5qD3HVgUcfw,grocery,Grocery
SzaXTw4F1zk5qD3HVgUcfw,delis,Delis
SzaXTw4F1zk5qD3HVgUcfw,sandwiches,Sandwiches
gNXczisTT9yZAFW_cwPbwA,hotdogs,Fast Food
gNXczisTT9yZAFW_cwPbwA,sandwiches,Sandwiches
IeFaUo-m0cG0XlSnYXwK2g,servicestations,Gas Stations
IeFaUo-m0cG0XlSnYXwK2g,convenience,Convenience Stores
IeFaUo-m0cG0XlSnYXwK2g,coffee,Coffee & Tea
91yu8lVSaJlXsGa8cNPzPg,sandwiches,Sandwiches
le7_DAJSSDegrIwEmApctg,landmarks,Landmarks & Historical Buildings
e01WELWR6ODCder7onrIlA,mexican,Mexican
e01WELWR6ODCder7onrIlA,foodtrucks,Food Trucks
IeFaUo-m0cG0XlSnYXwK2g,servicestations,Gas Stations
IeFaUo-m0cG0XlSnYXwK2g,convenience,Convenience Stores
IeFaUo-m0cG0XlSnYXwK2g,coffee,Coffee & Tea
5KiSXO5mrIUUFynbS9Ilhw,coffee,Coffee & Tea
qsv0luVbpalnRnMS2bLKzg,coffee,Coffee & Tea
cMHgw40ldvUBxTYNeZjHQg,southern,Southern
cMHgw40ldvUBxTYNeZjHQg,bbq,Barbeque
Gsbt1IoWkjrh9nExM7BIFw,coffee,Coffee & Tea
fUzIKW2E5oLgXY4LzruPeQ,sushi,Sushi Bars
djPTbIprBXGqaV-D8eq77A,seafood,Seafood
4X9tVVQHIewliXqaancfQA,sportsbars,Sports Bars
4X9tVVQHIewliXqaancfQA,tradamerican,American (Traditional)
7_5YxS33na1sPqsB-v-J5Q,coffee,Coffee & Tea
7_5YxS33na1sPqsB-v-J5Q,bakeries,Bakeries
PCugqia4CsE9krMJyJ8UXw,mexican,Mexican
oRmCI0p2mvlrGwilJloFTQ,salad,Salad
oRmCI0p2mvlrGwilJloFTQ,pizza,Pizza
oRmCI0p2mvlrGwilJloFTQ,sandwiches,Sandwiches
yY2fvUV7g5yAHIKcUfJqIA,bagels,Bagels
yY2fvUV7g5yAHIKcUfJqIA,sandwiches,Sandwiches
qKdqQAgUepS1rF_FTtScgQ,icecream,Ice Cream & Frozen Yogurt
GoYN0XMH_ETxzMlD6NPczQ,bagels,Bagels
GoYN0XMH_ETxzMlD6NPczQ,coffee,Coffee & Tea
JJDujDLx_jqdk3m-kM9L8g,coffee,Coffee & Tea
L-CU_omta7blxdeh5JcMPg,chinese,Chinese
L-CU_omta7blxdeh5JcMPg,hotdogs,Fast Food
mkow7OZ2PZSUjhQ3x3SVbg,sportsbars,Sports Bars
h1JiQERQeiV8kxv5KRjWYA,sandwiches,Sandwiches
nGEM7icTn4GPFCKb1q1rkw,delis,Delis
GpawXT0eroxrkMqsv4ISKg,coffee,Coffee & Tea
xCAlJ06qKi5IymqPsNhrNg,coffee,Coffee & Tea
djPTbIprBXGqaV-D8eq77A,seafood,Seafood
